superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of S1	<http://purl.obolibrary.org/obo/PBA_128011812>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI of S1	<http://purl.obolibrary.org/obo/PBA_128011816>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subplate zone of S1	<http://purl.obolibrary.org/obo/PBA_128011820>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011828>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer subventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011832>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner subventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011836>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011840>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer ventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011844>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner ventricular zone of S1	<http://purl.obolibrary.org/obo/PBA_128011848>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of LEC	<http://purl.obolibrary.org/obo/PBA_128011900>	gen	lateral entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007225)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II of MEC	<http://purl.obolibrary.org/obo/PBA_128011960>	gen	medial entorhinal cortex (http://purl.obolibrary.org/obo/UBERON_0007224)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial perirhinal cortex (area 35)	<http://purl.obolibrary.org/obo/PBA_128012084>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V of perirhinal cortex (area 35)	<http://purl.obolibrary.org/obo/PBA_128012120>	Verify	perirhinal cortex (http://purl.obolibrary.org/obo/UBERON_0006083)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral perirhinal cortex (area 36)	<http://purl.obolibrary.org/obo/PBA_128012144>	gen	Brodmann (1909) area 36 (http://purl.obolibrary.org/obo/UBERON_0006104)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone of dentate gyrus (cortex)	<http://purl.obolibrary.org/obo/PBA_128012220>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	granular layer anlage of dentate gyrus (cortex)	<http://purl.obolibrary.org/obo/PBA_128012226>	gen	dentate gyrus granule cell layer (http://purl.obolibrary.org/obo/UBERON_0005381)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subgranular layer anlage of dentate gyrus (cortex)	<http://purl.obolibrary.org/obo/PBA_128012232>	gen	dentate gyrus subgranular zone (http://purl.obolibrary.org/obo/UBERON_0009952)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	polyform layer anlage of dentate gyrus (cortex)	<http://purl.obolibrary.org/obo/PBA_128012238>	gen	dentate gyrus polymorphic layer (http://purl.obolibrary.org/obo/UBERON_0002928)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone of CA1	<http://purl.obolibrary.org/obo/PBA_128012250>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal plate of CA1	<http://purl.obolibrary.org/obo/PBA_128012258>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal subplate of CA1	<http://purl.obolibrary.org/obo/PBA_128012264>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal intermediate zone of CA1	<http://purl.obolibrary.org/obo/PBA_128012270>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal subventricular zone of CA1	<http://purl.obolibrary.org/obo/PBA_128012274>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal ventricular zone of CA1	<http://purl.obolibrary.org/obo/PBA_128012278>	gen	CA1 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003881)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone of CA2	<http://purl.obolibrary.org/obo/PBA_128012284>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal plate of CA2	<http://purl.obolibrary.org/obo/PBA_128012292>	gen	CA2 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003882)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal subplate of CA2	<http://purl.obolibrary.org/obo/PBA_128012298>	gen	CA2 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003882)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone of CA3	<http://purl.obolibrary.org/obo/PBA_128012318>	gen	CA3 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003883)	Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal plate of CA3	<http://purl.obolibrary.org/obo/PBA_128012326>	gen	CA3 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003883)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal subplate of CA3	<http://purl.obolibrary.org/obo/PBA_128012332>	gen	CA3 field of hippocampus (http://purl.obolibrary.org/obo/UBERON_0003883)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	hippocampal plate of subiculum	<http://purl.obolibrary.org/obo/PBA_128012368>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	pyramidal layer of subiculum	<http://purl.obolibrary.org/obo/PBA_128012372>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral (anterior) presubiculum	<http://purl.obolibrary.org/obo/PBA_128012400>	gen	presubiculum (http://purl.obolibrary.org/obo/UBERON_0001953)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal (posterior) presubiculum	<http://purl.obolibrary.org/obo/PBA_128012404>	Verify	postsubiculum (http://purl.obolibrary.org/obo/UBERON_0035971)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subpial granular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012418>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone of V1	<http://purl.obolibrary.org/obo/PBA_128012422>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cortical plate of V1	<http://purl.obolibrary.org/obo/PBA_128012428>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer cortical plate of V1	<http://purl.obolibrary.org/obo/PBA_128012432>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	supragranular layer of V1	<http://purl.obolibrary.org/obo/PBA_128012436>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner cortical plate (infragranular layer) of V1	<http://purl.obolibrary.org/obo/PBA_128012458>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subplate zone of V1	<http://purl.obolibrary.org/obo/PBA_128012466>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012478>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer subventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012482>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner subventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012486>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012490>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer ventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012494>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner ventricular zone of V1	<http://purl.obolibrary.org/obo/PBA_128012498>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular portion of RMS	<http://purl.obolibrary.org/obo/PBA_128012588>	gen	rostral migratory stream (http://purl.obolibrary.org/obo/UBERON_0008881)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cerebral nuclei	<http://purl.obolibrary.org/obo/PBA_128012596>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	corticomedial amygdaloid nucleus	<http://purl.obolibrary.org/obo/PBA_128012616>	gen	corticomedial nuclear complex (http://purl.obolibrary.org/obo/UBERON_0006108)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	periamygdaloid cortex (cortical amygdaloid nucleus)	<http://purl.obolibrary.org/obo/PBA_128012620>	Verify	periamygdaloid area (http://purl.obolibrary.org/obo/UBERON_0002656)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal periamygdaloid cortex (cPAC)	<http://purl.obolibrary.org/obo/PBA_128012634>	Verify	periamygdaloid area (http://purl.obolibrary.org/obo/UBERON_0002656)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal periamygdaloid cortex, dorsal part	<http://purl.obolibrary.org/obo/PBA_128012638>	Verify	periamygdaloid area (http://purl.obolibrary.org/obo/UBERON_0002656)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	basolateral nuclear complex	<http://purl.obolibrary.org/obo/PBA_128012678>	gen	basal amygdaloid nucleus (http://purl.obolibrary.org/obo/UBERON_0002887)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ganglionic eminence (VZ in basal nuclei)	<http://purl.obolibrary.org/obo/PBA_128012818>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral ganglionic eminence	<http://purl.obolibrary.org/obo/PBA_128012822>	gen	lateral ganglionic eminence (http://purl.obolibrary.org/obo/UBERON_0004025)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial ganglionic eminence	<http://purl.obolibrary.org/obo/PBA_128012834>	gen	medial ganglionic eminence (http://purl.obolibrary.org/obo/UBERON_0004024)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	caudal ganglionic eminence	<http://purl.obolibrary.org/obo/PBA_128012846>	gen	caudal ganglionic eminence (http://purl.obolibrary.org/obo/UBERON_0004026)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	shell of nucleus accumbens, medial part	<http://purl.obolibrary.org/obo/PBA_128012920>	gen	shell of nucleus accumbens (http://purl.obolibrary.org/obo/UBERON_0012171)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	main island of Calleja	<http://purl.obolibrary.org/obo/PBA_128012926>	gen	isla magna of Calleja (http://purl.obolibrary.org/obo/UBERON_0023868)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	claustrum	<http://purl.obolibrary.org/obo/PBA_128012960>	gen	claustrum of brain (http://purl.obolibrary.org/obo/UBERON_0002023)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	basal forebrain	<http://purl.obolibrary.org/obo/PBA_128012976>	gen	basal forebrain (http://purl.obolibrary.org/obo/UBERON_0002743)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dorsolateral prefrontal cortex (areas 9 and 46)	<http://purl.obolibrary.org/obo/PBA_12984>	gen	dorsolateral prefrontal cortex (http://purl.obolibrary.org/obo/UBERON_0009834)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer fiber (plexiform) zone of rostral cingulate cortex	<http://purl.obolibrary.org/obo/PBA_159658800>	Verify	cingulate cortex (http://purl.obolibrary.org/obo/UBERON_0003027)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner fiber (plexiform) zone of rostral cingulate cortex	<http://purl.obolibrary.org/obo/PBA_159658804>	Verify	cingulate cortex (http://purl.obolibrary.org/obo/UBERON_0003027)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer fiber (plexiform) zone of S1	<http://purl.obolibrary.org/obo/PBA_159658808>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner fiber (plexiform) zone of S1	<http://purl.obolibrary.org/obo/PBA_159658816>	gen	primary somatosensory cortex (http://purl.obolibrary.org/obo/UBERON_0008933)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	dentate migratory stream	<http://purl.obolibrary.org/obo/PBA_159658820>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cortical hem	<http://purl.obolibrary.org/obo/PBA_159658824>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer fiber (plexiform) zone of V1	<http://purl.obolibrary.org/obo/PBA_159658836>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	transitory migratory zone of V1	<http://purl.obolibrary.org/obo/PBA_159658840>	gen	primary visual cortex (http://purl.obolibrary.org/obo/UBERON_0002436)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner fiber (plexiform) zone of V1	<http://purl.obolibrary.org/obo/PBA_159658844>	gen		OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	lateral ganglionic eminence-cortex border	<http://purl.obolibrary.org/obo/PBA_159658852>	Verify	lateral ganglionic eminence (http://purl.obolibrary.org/obo/UBERON_0004025)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subpial granular zone	<http://purl.obolibrary.org/obo/PBA_294021766>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	marginal zone	<http://purl.obolibrary.org/obo/PBA_294021774>	gen	brain marginal zone (http://purl.obolibrary.org/obo/UBERON_0010403)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer I	<http://purl.obolibrary.org/obo/PBA_294021786>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II	<http://purl.obolibrary.org/obo/PBA_294021800>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer II/III	<http://purl.obolibrary.org/obo/PBA_294021818>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer III	<http://purl.obolibrary.org/obo/PBA_294021824>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cortical plate (outer)	<http://purl.obolibrary.org/obo/PBA_294021842>	gen	cortical plate (http://purl.obolibrary.org/obo/UBERON_0005343)	OR ADD LAYER	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer IV	<http://purl.obolibrary.org/obo/PBA_294021852>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer V	<http://purl.obolibrary.org/obo/PBA_294021878>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	layer VI	<http://purl.obolibrary.org/obo/PBA_294021896>	x			
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cortical plate	<http://purl.obolibrary.org/obo/PBA_294021914>	gen	cortical plate (http://purl.obolibrary.org/obo/UBERON_0005343)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	cortical plate (inner)	<http://purl.obolibrary.org/obo/PBA_294021920>	gen	cortical plate (http://purl.obolibrary.org/obo/UBERON_0005343)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subplate	<http://purl.obolibrary.org/obo/PBA_294021932>	gen	cortical subplate (http://purl.obolibrary.org/obo/UBERON_0004035)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	transitory migratory zone	<http://purl.obolibrary.org/obo/PBA_294021954>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	outer fiber zone	<http://purl.obolibrary.org/obo/PBA_294021960>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subventricular zone	<http://purl.obolibrary.org/obo/PBA_294021970>	gen	subparaventricular zone (http://purl.obolibrary.org/obo/UBERON_0007626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subventricular zone (outer)	<http://purl.obolibrary.org/obo/PBA_294021980>	gen	subparaventricular zone (http://purl.obolibrary.org/obo/UBERON_0007626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inner fiber zone	<http://purl.obolibrary.org/obo/PBA_294021990>	gen		Add Term	
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	subventricular zone (inner)	<http://purl.obolibrary.org/obo/PBA_294022000>	gen	subparaventricular zone (http://purl.obolibrary.org/obo/UBERON_0007626)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular zone (outer)	<http://purl.obolibrary.org/obo/PBA_294022010>	gen	ventricular zone (http://purl.obolibrary.org/obo/UBERON_0003053)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular zone (inner)	<http://purl.obolibrary.org/obo/PBA_294022020>	gen	ventricular zone (http://purl.obolibrary.org/obo/UBERON_0003053)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	ventricular zone	<http://purl.obolibrary.org/obo/PBA_294022030>	gen	ventricular zone (http://purl.obolibrary.org/obo/UBERON_0003053)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	white matter	<http://purl.obolibrary.org/obo/PBA_294022044>	gen	cerebral hemisphere white matter (http://purl.obolibrary.org/obo/UBERON_0002437)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	medial frontal cortex (areas 24, 25 and 32)	<http://purl.obolibrary.org/obo/PBA_4000>	Verify	middle frontal gyrus (http://purl.obolibrary.org/obo/UBERON_0002702)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	basal nuclei (basal ganglia)	<http://purl.obolibrary.org/obo/PBA_4001>	gen	basal ganglion (http://purl.obolibrary.org/obo/UBERON_0002420)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	amygdaloid complex	<http://purl.obolibrary.org/obo/PBA_4002>	gen	amygdala (http://purl.obolibrary.org/obo/UBERON_0001876)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	occipital cortex	<http://purl.obolibrary.org/obo/PBA_4004>	gen	occipital cortex (http://purl.obolibrary.org/obo/UBERON_0016540)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	rostral cingulate cortex (areas 24 and 32)	<http://purl.obolibrary.org/obo/PBA_9999>	Verify	cingulate cortex (http://purl.obolibrary.org/obo/UBERON_0003027)	OR ADD LAYER	
subbrachial nucleus	<http://purl.obolibrary.org/obo/UBERON_0006119>	subbrachial nucleus	<http://purl.obolibrary.org/obo/DHBA_12290>	OK			
subcallosal fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022250>	superior occipitofrontal fasciculus	<http://purl.obolibrary.org/obo/DHBA_12071>	OK			
subcallosal fasciculus	<http://purl.obolibrary.org/obo/UBERON_0022250>	subcallosal fasciculus	<http://purl.obolibrary.org/obo/HBA_265505338>	OK			
subcommissural organ	<http://purl.obolibrary.org/obo/UBERON_0002139>	subcommissural organ	<http://purl.obolibrary.org/obo/DHBA_12101>	OK			
subcommissural organ	<http://purl.obolibrary.org/obo/UBERON_0002139>	subcommissural organ	<http://purl.obolibrary.org/obo/DMBA_16514>	OK			
subcommissural organ	<http://purl.obolibrary.org/obo/UBERON_0002139>	subcommissural organ	<http://purl.obolibrary.org/obo/HBA_9489>	OK			
subcuneiform nucleus	<http://purl.obolibrary.org/obo/UBERON_0002700>	subcuneiform nucleus	<http://purl.obolibrary.org/obo/DHBA_12246>	OK			
subcuneiform nucleus	<http://purl.obolibrary.org/obo/UBERON_0002700>	subcuneiform nucleus	<http://purl.obolibrary.org/obo/DMBA_16787>	OK			
subcuneiform nucleus	<http://purl.obolibrary.org/obo/UBERON_0002700>	subcuneiform nucleus, left	<http://purl.obolibrary.org/obo/HBA_9022>	OK			
subfornical organ	<http://purl.obolibrary.org/obo/UBERON_0002219>	subfornical organ	<http://purl.obolibrary.org/obo/DHBA_12104>	OK			
subfornical organ	<http://purl.obolibrary.org/obo/UBERON_0002219>	subfornical organ	<http://purl.obolibrary.org/obo/MBA_338>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subicular cortex	<http://purl.obolibrary.org/obo/DHBA_10301>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subiculum	<http://purl.obolibrary.org/obo/DHBA_10302>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subiculum	<http://purl.obolibrary.org/obo/DMBA_16163>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subiculum	<http://purl.obolibrary.org/obo/HBA_12896>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subiculum	<http://purl.obolibrary.org/obo/MBA_502>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subiculum	<http://purl.obolibrary.org/obo/PBA_10054>	OK			
subiculum	<http://purl.obolibrary.org/obo/UBERON_0002191>	subicular cortex	<http://purl.obolibrary.org/obo/PBA_128012354>	OK			
sublentiform nucleus	<http://purl.obolibrary.org/obo/UBERON_0002578>	sublentiform nucleus	<http://purl.obolibrary.org/obo/HBA_9092>	OK			
sublingual nucleus	<http://purl.obolibrary.org/obo/UBERON_0002881>	nucleus of Roller	<http://purl.obolibrary.org/obo/DHBA_12654>	OK			
sublingual nucleus	<http://purl.obolibrary.org/obo/UBERON_0002881>	nucleus of Roller	<http://purl.obolibrary.org/obo/HBA_9627>	OK			
sublingual nucleus	<http://purl.obolibrary.org/obo/UBERON_0002881>	nucleus of Roller	<http://purl.obolibrary.org/obo/MBA_177>	OK			
submedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003031>	submedius thalamic nucleus	<http://purl.obolibrary.org/obo/DMBA_16426>	OK			
submedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003031>	submedial nucleus of the thalamus, left	<http://purl.obolibrary.org/obo/HBA_4406>	OK			
submedial nucleus of thalamus	<http://purl.obolibrary.org/obo/UBERON_0003031>	submedial nucleus of the thalamus	<http://purl.obolibrary.org/obo/MBA_366>	OK			
subparafascicular nucleus	<http://purl.obolibrary.org/obo/UBERON_0016641>	subparafascicular nucleus of thalamus	<http://purl.obolibrary.org/obo/DHBA_13054>	OK			
subparafascicular nucleus	<http://purl.obolibrary.org/obo/UBERON_0016641>	subparafascicular nucleus	<http://purl.obolibrary.org/obo/MBA_406>	OK			
